1.934120e+04 8.802820e+02 0.000000e+00 2.896880e+05 1.400000e+01 1.934120e+04 8.802820e+02 1.070250e-01 1.002410e+04 3.728280e+03 2.090460e+02 1.441240e+21 2.581550e+20 1.050290e+21 5.282420e+19 7.842290e+19 8.464920e+17 6.962570e+17 0.000000e+00 6.832820e+16 4.214730e+17 1.795990e+16 1.322410e+17 5.625440e+16 9.427960e-04 4.129360e+00 2.752960e+03 5.192410e+01 0.000000e+00 0.000000e+00 0.000000e+00 -7.454090e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.500000e-02 1.785290e-02 0.000000e+00 
1.934330e+04 8.787920e+02 0.000000e+00 2.898080e+05 1.400000e+01 1.934330e+04 8.787920e+02 -6.524440e-01 9.977360e+03 3.725610e+03 2.100060e+02 1.436270e+21 2.567990e+20 1.046730e+21 5.221260e+19 7.908260e+19 8.239650e+17 6.206810e+17 0.000000e+00 7.142010e+16 3.653800e+17 1.202280e+16 1.288540e+17 4.300400e+16 9.460620e-04 4.143660e+00 2.746550e+03 5.174490e+01 8.338550e-09 0.000000e+00 0.000000e+00 -9.302560e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.516130e-02 1.786030e-02 0.000000e+00 
1.934610e+04 8.744460e+02 0.000000e+00 2.899280e+05 1.400000e+01 1.934610e+04 8.744460e+02 -1.466110e+00 9.927910e+03 3.712930e+03 2.111350e+02 1.436870e+21 2.563310e+20 1.047520e+21 5.246940e+19 7.911330e+19 8.230180e+17 6.172210e+17 0.000000e+00 8.341000e+16 3.359610e+17 2.458580e+16 1.285710e+17 4.469380e+16 9.456760e-04 4.141970e+00 2.739740e+03 5.176680e+01 1.667620e-08 0.000000e+00 0.000000e+00 -1.347760e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.532260e-02 1.786760e-02 0.000000e+00 
1.934910e+04 8.682370e+02 0.000000e+00 2.900470e+05 1.400000e+01 1.934910e+04 8.682370e+02 -2.117370e+00 9.870490e+03 3.706630e+03 2.102980e+02 1.441420e+21 2.563720e+20 1.051750e+21 5.319390e+19 7.860600e+19 8.299930e+17 6.709420e+17 0.000000e+00 9.776900e+16 3.394510e+17 4.756120e+16 1.280030e+17 5.815890e+16 9.427040e-04 4.128960e+00 2.731810e+03 5.193070e+01 2.501280e-08 0.000000e+00 0.000000e+00 -1.325330e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.548380e-02 1.787480e-02 0.000000e+00 
1.934970e+04 8.638440e+02 0.000000e+00 2.901660e+05 1.400000e+01 1.934970e+04 8.638440e+02 -1.938560e+00 9.792790e+03 3.756800e+03 2.005510e+02 1.445460e+21 2.555010e+20 1.057280e+21 5.336220e+19 7.774800e+19 8.029040e+17 7.663870e+17 0.000000e+00 9.288940e+16 4.137760e+17 6.117620e+16 1.213180e+17 7.722840e+16 9.400440e-04 4.117310e+00 2.721030e+03 5.207630e+01 3.334820e-08 0.000000e+00 0.000000e+00 -1.351170e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.564510e-02 1.788210e-02 0.000000e+00 
1.934590e+04 8.688080e+02 0.000000e+00 2.902840e+05 1.400000e+01 1.934590e+04 8.688080e+02 -2.802990e+00 9.791560e+03 3.761340e+03 1.951740e+02 1.445850e+21 2.550810e+20 1.057850e+21 5.344740e+19 7.793370e+19 7.745130e+17 7.654740e+17 0.000000e+00 7.133630e+16 4.142910e+17 6.892990e+16 1.437940e+17 6.712280e+16 9.397800e-04 4.116150e+00 2.720850e+03 5.209030e+01 4.168340e-08 0.000000e+00 0.000000e+00 -4.554140e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.580640e-02 1.788930e-02 0.000000e+00 
1.934170e+04 8.767910e+02 0.000000e+00 2.904030e+05 1.400000e+01 1.934170e+04 8.767910e+02 -2.947120e+00 9.825040e+03 3.741220e+03 1.947940e+02 1.446070e+21 2.556110e+20 1.056790e+21 5.369300e+19 7.842790e+19 7.769650e+17 7.679170e+17 0.000000e+00 5.740170e+16 4.087050e+17 6.936590e+16 1.731500e+17 5.929430e+16 9.396410e-04 4.115540e+00 2.725490e+03 5.209810e+01 5.002020e-08 0.000000e+00 0.000000e+00 -4.433460e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.596770e-02 1.789660e-02 0.000000e+00 
1.933930e+04 8.840560e+02 0.000000e+00 2.905240e+05 1.400000e+01 1.933930e+04 8.840560e+02 -1.110570e+00 9.867950e+03 3.699250e+03 2.001180e+02 1.447740e+21 2.575000e+20 1.055560e+21 5.415590e+19 7.886800e+19 8.334100e+17 8.243810e+17 0.000000e+00 6.417320e+16 4.315210e+17 6.142520e+16 1.948300e+17 7.243110e+16 9.385620e-04 4.110820e+00 2.731450e+03 5.215830e+01 5.835860e-08 0.000000e+00 0.000000e+00 -4.891200e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.612900e-02 1.790390e-02 0.000000e+00 
1.934100e+04 8.838710e+02 0.000000e+00 2.906450e+05 1.400000e+01 1.934100e+04 8.838710e+02 -2.740480e-01 9.811340e+03 3.759360e+03 2.071090e+02 1.448820e+21 2.577310e+20 1.056960e+21 5.433790e+19 7.807020e+19 9.283520e+17 7.970170e+17 0.000000e+00 8.388550e+16 4.225760e+17 4.844850e+16 1.758210e+17 6.628610e+16 9.378720e-04 4.107790e+00 2.723590e+03 5.219730e+01 6.669800e-08 0.000000e+00 0.000000e+00 -9.699610e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.629020e-02 1.791130e-02 0.000000e+00 
1.934330e+04 8.818510e+02 0.000000e+00 2.907650e+05 1.400000e+01 1.934330e+04 8.818510e+02 1.544890e+00 9.750460e+03 3.792460e+03 2.150310e+02 1.450000e+21 2.578860e+20 1.058340e+21 5.432300e+19 7.778350e+19 9.424600e+17 7.233520e+17 0.000000e+00 8.608900e+16 3.923900e+17 4.619400e+16 1.495890e+17 4.908970e+16 9.371110e-04 4.104460e+00 2.715120e+03 5.223970e+01 7.503650e-08 0.000000e+00 0.000000e+00 -1.140880e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+00 2.645150e-02 1.791860e-02 0.000000e+00 
