 0  1.65638236426329e-185  6.13301818960573e-122  1.88560045375512e-308  2.3742754279088e-62  1.72513531998033e-225  7.4795471145702e-25  0.790000000000001  3.59661757484368e-214  0.209999999999999  1.91238084945233e-124  8.53378153833682e-76  1899.10480903556  62376.9866085004  195  
 9.98364816999943e-12  2.02678651419827e-45  7.68608706001214e-21  1.88560045375511e-308  6.53738318003718e-15  1.72513531998033e-225  2.83298147868611e-23  0.789999999999998  1.72467468536451e-49  0.209999999999995  1.91238084945232e-124  2.02661404672973e-45  1899.10480666867  62376.9865463555  195.91397058557  
 1.97808873751944e-11  1.61028083667027e-44  1.58285865125905e-20  1.88560045375511e-308  1.31811251801692e-14  1.72513531998032e-225  1.13978255979062e-22  0.789999999999996  1.39634437609725e-48  0.209999999999991  1.91238084945231e-124  1.61014120223266e-44  1899.10480434596  62376.986485371  196.772110728062  
 3.01025749648071e-11  5.94594007404607e-44  2.50626098821585e-20  1.8856004537551e-308  2.04213953805358e-14  1.72513531998032e-225  2.69053397319753e-22  0.789999999999993  5.24594365078332e-48  0.209999999999987  1.91238084945231e-124  5.94541547968099e-44  1899.10480189892  62376.9864211218  197.63848125818  
 4.09561561651341e-11  1.572101696591e-43  3.55125116372193e-20  1.8856004537551e-308  2.82972637293071e-14  1.72513531998031e-225  5.06359020706573e-22  0.78999999999999  1.4116132273631e-47  0.209999999999982  1.9123808494523e-124  1.57196053526826e-43  1899.10479932579  62376.9863535619  198.511527913262  
 5.2369079120575e-11  3.45278164564988e-43  4.73355674083024e-20  1.88560045375509e-308  3.6864813890435e-14  1.7251353199803e-225  8.4081382559282e-22  0.789999999999986  3.15691039072271e-47  0.209999999999977  1.91238084945229e-124  3.45246595461081e-43  1899.10479662004  62376.9862825202  199.391365832429  
 6.43696127936407e-11  6.74144855004177e-43  6.07086919296304e-20  1.88560045375508e-308  4.61846467585095e-14  1.7251353199803e-225  1.28962144450697e-21  0.789999999999983  6.27997392812091e-47  0.209999999999971  1.91238084945228e-124  6.74082055264896e-43  1899.10479377499  62376.9862078208  200.278067058826  
 7.69874400729873e-11  1.21381823120807e-42  7.58314682148363e-20  1.88560045375507e-308  5.63226714368333e-14  1.72513531998029e-225  1.8726113482459e-21  0.789999999999979  1.15274366347498e-46  0.209999999999965  1.91238084945227e-124  1.21370295684172e-42  1899.10479078359  62376.9861292789  201.171705625279  
 9.02537107266217e-11  2.06036731824201e-42  9.29290317687714e-20  1.88560045375506e-308  6.73505564695861e-14  1.72513531998028e-225  2.61262071190564e-21  0.789999999999974  1.99601975062305e-46  0.209999999999958  1.91238084945226e-124  2.06016771626695e-42  1899.10478763846  62376.9860467007  202.072356372728  
 1.04201121264982e-10  3.34450170892444e-42  1.12255352428541e-19  1.88560045375505e-308  7.93462395629046e-14  1.72513531998027e-225  3.53593177910179e-21  0.78999999999997  3.30719868513287e-46  0.209999999999951  1.91238084945225e-124  3.34417098905593e-42  1899.10478433184  62376.9859598826  202.980095550584  
 1.18863976452356e-10  5.24281127755121e-42  1.34096907193391e-19  1.88560045375503e-308  9.23944629064374e-14  1.72513531998026e-225  4.67277037680156e-21  0.789999999999965  5.29503447521354e-46  0.209999999999943  1.91238084945224e-124  5.24228177410369e-42  1899.10478085561  62376.9858686111  203.894999948782  
 1.34278276945928e-10  7.99246913547098e-42  1.58776855232224e-19  1.88560045375502e-308  1.06587374811273e-13  1.72513531998024e-225  6.05787689533322e-21  0.789999999999959  8.24948112053178e-46  0.209999999999935  1.91238084945223e-124  7.99164418735893e-42  1899.10477720123  62376.9857726621  204.817147561864  
 1.50481796669758e-10  1.19104318317319e-41  1.86659728086187e-19  1.88560045375501e-308  1.22025171214254e-13  1.72513531998023e-225  7.73115770916957e-21  0.789999999999953  1.25712136531011e-45  0.209999999999925  1.91238084945221e-124  1.19091747103666e-41  1899.10477335975  62376.9856718004  205.746617319849  
 1.67514169418612e-10  1.7418480173666e-41  2.18156729366135e-19  1.88560045375499e-308  1.38816797835181e-13  1.72513531998022e-225  9.7384296878995e-21  0.789999999999946  1.88115146212913e-45  0.209999999999915  1.91238084945219e-124  1.74165990222038e-41  1899.10476932176  62376.9855657794  206.68348917399  
 1.85416983080522e-10  2.50758388209894e-41  2.53731722214861e-19  1.88560045375497e-308  1.57080717201088e-13  1.7251353199802e-225  1.21322711591522e-20  0.789999999999939  2.7726099014358e-45  0.209999999999904  1.91238084945218e-124  2.50730662110879e-41  1899.10476507741  62376.9854543402  207.627844352477  
