 0  1.85759179754308e-96  3.69560563164205e-49  7.7463228206603e-20  0.789999999999999  0.210000000000001  1509.16961536082  39268.0788136918  245.45  
 2.5193942218821e-11  7.90788440125937e-21  6.09742886069664e-14  8.10446700673289e-20  0.789999999999975  0.209999999999964  1509.16958337884  39268.0781490092  246.782419684348  
 4.87326490995769e-11  2.27975279817817e-20  1.2056374082829e-13  9.15159832666788e-20  0.789999999999952  0.209999999999928  1509.16955349808  39268.0775279961  247.979790940218  
 7.34252196591113e-11  4.65289187735414e-20  1.85790929255491e-13  1.1020535781822e-19  0.789999999999926  0.209999999999889  1509.16952215257  39268.076876541  249.190628796139  
 9.92520190279019e-11  8.06236058624971e-20  2.56985798655733e-13  1.38562138805085e-19  0.789999999999898  0.209999999999845  1509.16948936723  39268.0761951619  250.411496710966  
 1.26266054595848e-10  1.2687164620474e-19  3.3469945894022e-13  1.7827964878983e-19  0.789999999999867  0.209999999999798  1509.16945507478  39268.0754824604  251.642597979219  
 1.54520708063961e-10  1.87328266237825e-19  4.19528059896659e-13  2.31303381602602e-19  0.789999999999833  0.209999999999747  1509.16941920746  39268.0747370281  252.88404381259  
 1.84071765790359e-10  2.64353585607694e-19  5.12122374291653e-13  2.99868484733322e-19  0.789999999999797  0.209999999999691  1509.16938169445  39268.0739573933  254.135949455766  
 2.1497747075578e-10  3.60656063847819e-19  6.13192637725986e-13  3.86541098668469e-19  0.789999999999757  0.20999999999963  1509.16934246181  39268.0731420192  255.398431815726  
 2.47298620118618e-10  4.7934209390093e-19  7.23513946761942e-13  4.94265540302999e-19  0.789999999999713  0.209999999999563  1509.16930143236  39268.072289302  256.671609159444  
 2.81098676139641e-10  6.23972585675402e-19  8.43932176512087e-13  6.26418138164482e-19  0.789999999999666  0.20999999999949  1509.16925852555  39268.0713975672  257.955601213595  
 3.1644387869639e-10  7.98627485798575e-19  9.75370426011001e-13  7.86868622012696e-19  0.789999999999614  0.209999999999411  1509.16921365729  39268.0704650675  259.250529144142  
 3.53403387131344e-10  1.00797949494671e-18  1.11883614615279e-12  9.80050262909204e-19  0.789999999999557  0.209999999999324  1509.16916673979  39268.069489978  260.556516400549  
 3.9204937588129e-10  1.25737786720551e-18  1.2754287195814e-12  1.21103961810798e-18  0.789999999999495  0.209999999999229  1509.16911768142  39268.0684703947  261.873687675991  
 4.32457159347347e-10  1.55294402797458e-18  1.44634781435357e-12  1.4856475212752e-18  0.789999999999428  0.209999999999126  1509.16906638659  39268.0674043306  263.20216886006  
 4.74705357018265e-10  1.90168086563925e-18  1.63290265084507e-12  1.81052308182108e-18  0.789999999999354  0.209999999999013  1509.16901275548  39268.0662897115  264.542088101219  
 5.18876024510556e-10  2.31160837386198e-18  1.83654206957169e-12  2.19328335897583e-18  0.789999999999274  0.20999999999889  1509.16895668395  39268.0651243725  265.89357546704  
 5.65054787743435e-10  2.79186484662673e-18  2.05878487238418e-12  2.64260753650138e-18  0.789999999999186  0.209999999998755  1509.16889806328  39268.0639060545  267.256762595427  
 6.13330963117439e-10  3.35292202132634e-18  2.30135225611837e-12  3.16844454290389e-18  0.78999999999909  0.209999999998609  1509.16883678011  39268.0626324013  268.631781861686  
 6.63797815497227e-10  4.00673878662256e-18  2.56610076412856e-12  3.78215761672829e-18  0.789999999998985  0.209999999998448  1509.16877271605  39268.0613009522  270.018769281422  
 7.16552615610133e-10  4.76697673337147e-18  2.85505600096557e-12  4.49672983634283e-18  0.789999999998871  0.209999999998274  1509.1687057476  39268.0599091409  271.417861432564  
 7.71696851732821e-10  5.64923971210935e-18  3.17042821923065e-12  5.32699209853766e-18  0.789999999998747  0.209999999998083  1509.16863574595  39268.0584542899  272.82919670692  
 8.29336461745479e-10  6.6713473548435e-18  3.51462944057197e-12  6.2898834174465e-18  0.789999999998611  0.209999999997875  1509.16856257661  39268.0569336043  274.252916651393  
 8.89581911401283e-10  7.8536439126655e-18  3.8902911601787e-12  7.40474485891497e-18  0.789999999998462  0.209999999997647  1509.16848609937  39268.0553441696  275.689163263466  
 9.52548466988147e-10  9.21935336119004e-18  4.30028478242659e-12  8.69365747121577e-18  0.789999999998301  0.209999999997399  1509.16840616789  39268.0536829449  277.138081059137  
 1.01835637859855e-09  1.07949823141698e-17  4.74774332169919e-12  1.01818257243734e-17  0.789999999998124  0.209999999997129  1509.16832262953  39268.0519467577  278.599816618785  
 1.08713111333769e-09  1.26107799983066e-17  5.23608535178949e-12  1.18980152365919e-17  0.789999999997931  0.209999999996833  1509.16823532502  39268.0501322977  280.074519104545  
 1.1590035233347e-09  1.47012602985878e-17  5.76904059653561e-12  1.38750495708584e-17  0.78999999999772  0.209999999996511  1509.16814408826  39268.0482361127  281.562339176741  
 1.23411011821712e-09  1.71057989494348e-17  6.35067852950136e-12  1.61503785097359e-17  0.789999999997491  0.209999999996159  1509.16804874596  39268.0462546012  283.063430010125  
 1.31259323065211e-09  1.98693101133491e-17  6.98543866442629e-12  1.87667218750973e-17  0.78999999999724  0.209999999995775  1509.16794911745  39268.0441840082  284.57794591436  
 1.39460137253164e-09  2.30430231466653e-17  7.6781650484568e-12  2.17728086254039e-17  0.789999999996966  0.209999999995356  1509.16784501419  39268.0420204153  286.106044555537  
 1.48028941023807e-09  2.6685360643003e-17  8.43414231909835e-12  2.52242123228506e-17  0.789999999996668  0.209999999994898  1509.16773623961  39268.039759737  287.647885369665  
 1.56981884601016e-09  3.08629415714132e-17  9.25913580071862e-12  2.91843055710682e-17  0.789999999996342  0.209999999994399  1509.1676225887  39268.0373977121  289.203629926501  
