% Free Software is needed for Free Science
% x | data
7.797271e-05 6.222562e+04
1.111111e-03 6.105545e+04
2.300195e-03 5.894455e+04
3.313840e-03 5.586998e+04
4.424951e-03 5.183174e+04
5.536062e-03 4.735755e+04
6.627680e-03 4.247036e+04
7.738791e-03 3.781262e+04
8.771930e-03 3.345315e+04
9.883041e-03 2.920841e+04
1.169591e-02 2.528489e+04
1.358674e-02 2.241683e+04
1.594542e-02 2.081071e+04
1.920078e-02 1.931931e+04
2.220273e-02 1.837859e+04
2.479532e-02 1.741491e+04
2.740741e-02 1.615296e+04
3.017544e-02 1.454685e+04
3.245614e-02 1.305545e+04
3.522417e-02 1.135755e+04
3.799220e-02 1.062333e+04
4.153996e-02 1.050860e+04
4.604288e-02 1.030210e+04
4.984405e-02 1.041683e+04
