% Free Software is needed for Free Science
% x | data
1.755070e-04 1.372998e+02
1.248050e-03 3.684211e+03
2.262090e-03 5.835240e+03
3.432137e-03 7.963387e+03
4.504680e-03 9.862700e+03
5.518721e-03 1.105263e+04
6.669267e-03 1.189931e+04
7.936817e-03 1.272311e+04
1.051092e-02 1.331808e+04
1.269501e-02 1.306636e+04
1.526911e-02 1.212815e+04
1.827223e-02 1.153318e+04
2.203588e-02 1.164760e+04
2.687207e-02 1.153318e+04
3.137676e-02 1.141876e+04
3.363885e-02 1.116705e+04
3.588144e-02 1.070938e+04
3.872855e-02 1.045767e+04
4.648986e-02 1.034325e+04
4.982449e-02 1.034325e+04
