0.000000e+00 2.222320e+02 5.708862e-06 2.608813e+03 1.000000e+00 
9.553960e-03 2.237320e+02 5.706921e-06 2.609003e+03 1.000000e+00 
1.910792e-02 2.255241e+02 5.704602e-06 2.609231e+03 1.000000e+00 
2.866188e-02 2.273162e+02 5.702283e-06 2.609458e+03 1.000000e+00 
3.821584e-02 2.291083e+02 5.699964e-06 2.609686e+03 1.000000e+00 
4.776980e-02 2.309004e+02 5.697645e-06 2.609914e+03 1.000000e+00 
5.732376e-02 2.326925e+02 5.695326e-06 2.610141e+03 1.000000e+00 
6.687772e-02 2.344846e+02 5.693007e-06 2.610369e+03 1.000000e+00 
7.643168e-02 2.164032e+02 5.641734e-06 2.609493e+03 1.000000e+00 
8.598564e-02 2.270597e+02 5.718097e-06 2.607966e+03 1.000000e+00 
9.553960e-02 2.350940e+02 5.686002e-06 2.609321e+03 1.000000e+00 
1.050936e-01 2.764546e+02 5.678645e-06 2.602197e+03 1.000000e+00 
1.146475e-01 2.778215e+02 5.718539e-06 2.600824e+03 1.000000e+00 
1.242015e-01 3.135200e+02 5.611554e-06 2.594180e+03 1.000000e+00 
1.337554e-01 3.461730e+02 5.762792e-06 2.587882e+03 1.000000e+00 
1.433094e-01 3.676830e+02 5.742865e-06 2.585840e+03 1.000000e+00 
1.528634e-01 4.204549e+02 5.734075e-06 2.580476e+03 1.000000e+00 
1.624173e-01 5.325923e+02 5.763657e-06 2.562464e+03 1.000000e+00 
1.719713e-01 6.427063e+02 5.645146e-06 2.544941e+03 1.000000e+00 
1.815252e-01 8.742947e+02 5.923622e-06 2.511497e+03 1.000000e+00 
1.910792e-01 9.994974e+02 5.947002e-06 2.487868e+03 1.000000e+00 
2.006332e-01 1.263460e+03 5.888822e-06 2.445031e+03 1.000000e+00 
2.101871e-01 1.515200e+03 6.268087e-06 2.400555e+03 1.000000e+00 
2.197411e-01 1.972430e+03 6.416977e-06 2.324770e+03 1.000000e+00 
2.292950e-01 2.605329e+03 6.733908e-06 2.204412e+03 1.000000e+00 
2.388490e-01 3.343940e+03 7.142114e-06 2.043676e+03 1.000000e+00 
2.484030e-01 4.088370e+03 7.780457e-06 1.884435e+03 1.000000e+00 
2.579569e-01 4.723000e+03 8.631007e-06 1.683400e+03 1.000000e+00 
2.675109e-01 5.447424e+03 9.832648e-06 1.473664e+03 1.000000e+00 
2.770648e-01 5.799244e+03 1.132990e-05 1.280038e+03 1.000000e+00 
2.866188e-01 6.115279e+03 1.307379e-05 1.113429e+03 1.000000e+00 
2.961728e-01 6.124801e+03 1.522056e-05 9.758912e+02 1.000000e+00 
3.057267e-01 6.136552e+03 1.725252e-05 8.844778e+02 1.000000e+00 
3.152807e-01 6.041360e+03 1.894364e-05 8.351071e+02 1.000000e+00 
3.248347e-01 5.925610e+03 2.040437e-05 8.092289e+02 1.000000e+00 
3.343886e-01 5.811608e+03 2.081785e-05 8.167757e+02 1.000000e+00 
3.439426e-01 5.619028e+03 2.189230e-05 8.063631e+02 1.000000e+00 
3.534965e-01 5.529821e+03 2.237466e-05 8.449684e+02 1.000000e+00 
3.630505e-01 5.301720e+03 2.249818e-05 8.698004e+02 1.000000e+00 
3.726045e-01 5.180510e+03 2.295795e-05 9.072653e+02 1.000000e+00 
3.821584e-01 4.976364e+03 2.289123e-05 9.339407e+02 1.000000e+00 
3.917124e-01 4.841250e+03 2.290729e-05 9.624845e+02 1.000000e+00 
4.012663e-01 4.710561e+03 2.245131e-05 9.991533e+02 1.000000e+00 
4.108203e-01 4.513251e+03 2.229953e-05 1.045314e+03 1.000000e+00 
4.203743e-01 4.423333e+03 2.196410e-05 1.079090e+03 1.000000e+00 
4.299282e-01 4.254280e+03 2.162966e-05 1.119499e+03 1.000000e+00 
4.394822e-01 4.096433e+03 2.104907e-05 1.143084e+03 1.000000e+00 
4.490361e-01 4.025284e+03 2.049178e-05 1.182211e+03 1.000000e+00 
4.585901e-01 3.910894e+03 1.996893e-05 1.219003e+03 1.000000e+00 
4.681441e-01 3.768973e+03 1.937727e-05 1.245017e+03 1.000000e+00 
4.776980e-01 3.697240e+03 1.891449e-05 1.266877e+03 1.000000e+00 
4.872520e-01 3.499420e+03 1.802872e-05 1.301340e+03 1.000000e+00 
4.968059e-01 3.435665e+03 1.758977e-05 1.330907e+03 1.000000e+00 
5.063599e-01 3.318920e+03 1.693021e-05 1.353431e+03 1.000000e+00 
5.159139e-01 3.249670e+03 1.603687e-05 1.375949e+03 1.000000e+00 
5.254678e-01 3.169186e+03 1.546668e-05 1.417901e+03 1.000000e+00 
5.350218e-01 3.106538e+03 1.480294e-05 1.437483e+03 1.000000e+00 
5.445757e-01 3.017214e+03 1.436492e-05 1.455128e+03 1.000000e+00 
5.541297e-01 2.938981e+03 1.372178e-05 1.474475e+03 1.000000e+00 
5.636837e-01 2.836201e+03 1.314052e-05 1.501341e+03 1.000000e+00 
5.732376e-01 2.770078e+03 1.261408e-05 1.514386e+03 1.000000e+00 
5.827916e-01 2.737794e+03 1.227700e-05 1.536887e+03 1.000000e+00 
5.923455e-01 2.671360e+03 1.169205e-05 1.560805e+03 1.000000e+00 
6.018995e-01 2.593203e+03 1.118632e-05 1.572569e+03 1.000000e+00 
6.114535e-01 2.570780e+03 1.094292e-05 1.600067e+03 1.000000e+00 
6.210074e-01 2.505140e+03 1.039673e-05 1.602519e+03 1.000000e+00 
6.305614e-01 2.452432e+03 9.969482e-06 1.627540e+03 1.000000e+00 
6.401153e-01 2.422122e+03 9.678299e-06 1.634236e+03 1.000000e+00 
6.496693e-01 2.355585e+03 9.439440e-06 1.647553e+03 1.000000e+00 
6.592233e-01 2.292420e+03 9.102319e-06 1.660291e+03 1.000000e+00 
6.687772e-01 2.300810e+03 8.863711e-06 1.684754e+03 1.000000e+00 
6.783312e-01 2.234214e+03 8.335374e-06 1.683074e+03 1.000000e+00 
6.878851e-01 2.221300e+03 8.185500e-06 1.688447e+03 1.000000e+00 
6.974391e-01 2.142450e+03 7.775747e-06 1.708060e+03 1.000000e+00 
7.069931e-01 2.115901e+03 7.590670e-06 1.718908e+03 1.000000e+00 
7.165470e-01 2.090999e+03 7.395521e-06 1.727055e+03 1.000000e+00 
7.261010e-01 2.072832e+03 7.140413e-06 1.727748e+03 1.000000e+00 
7.356549e-01 2.040880e+03 6.831399e-06 1.739335e+03 1.000000e+00 
7.452089e-01 2.002841e+03 6.747845e-06 1.750538e+03 1.000000e+00 
7.547629e-01 1.979355e+03 6.503850e-06 1.757226e+03 1.000000e+00 
7.643168e-01 1.969452e+03 6.351558e-06 1.766879e+03 1.000000e+00 
7.738708e-01 1.919308e+03 6.128716e-06 1.766660e+03 1.000000e+00 
7.834247e-01 1.891651e+03 6.069245e-06 1.780429e+03 1.000000e+00 
7.929787e-01 1.870866e+03 5.869261e-06 1.784770e+03 1.000000e+00 
8.025327e-01 1.863725e+03 5.674171e-06 1.793563e+03 1.000000e+00 
8.120866e-01 1.867770e+03 5.550592e-06 1.798673e+03 1.000000e+00 
8.216406e-01 1.839070e+03 5.448606e-06 1.796354e+03 1.000000e+00 
8.311945e-01 1.842961e+03 5.302431e-06 1.800835e+03 1.000000e+00 
8.407485e-01 1.813030e+03 5.096886e-06 1.797909e+03 1.000000e+00 
8.503025e-01 1.773292e+03 5.095600e-06 1.817863e+03 1.000000e+00 
8.598564e-01 1.781012e+03 5.023598e-06 1.807545e+03 1.000000e+00 
8.694104e-01 1.773244e+03 4.921689e-06 1.818811e+03 1.000000e+00 
8.789644e-01 1.786190e+03 4.706483e-06 1.822749e+03 1.000000e+00 
8.885183e-01 1.777670e+03 4.719386e-06 1.834725e+03 1.000000e+00 
8.980723e-01 1.751836e+03 4.607575e-06 1.834882e+03 1.000000e+00 
9.076262e-01 1.731080e+03 4.675419e-06 1.836094e+03 1.000000e+00 
9.171802e-01 1.735410e+03 4.441639e-06 1.825197e+03 1.000000e+00 
9.267342e-01 1.738540e+03 4.306124e-06 1.825191e+03 1.000000e+00 
9.362881e-01 1.735682e+03 4.330647e-06 1.840649e+03 1.000000e+00 
9.458421e-01 1.711882e+03 4.293544e-06 1.822734e+03 1.000000e+00 
9.553960e-01 1.725000e+03 4.205885e-06 1.857584e+03 1.000000e+00 
9.649500e-01 1.739830e+03 4.147855e-06 1.831347e+03 1.000000e+00 
9.745040e-01 1.756496e+03 4.061048e-06 1.823540e+03 1.000000e+00 
9.840579e-01 1.748028e+03 4.036944e-06 1.835637e+03 1.000000e+00 
9.936119e-01 1.752060e+03 3.962030e-06 1.821188e+03 1.000000e+00 
1.003166e+00 1.745660e+03 3.911031e-06 1.827391e+03 1.000000e+00 
1.012720e+00 1.732450e+03 3.905167e-06 1.828654e+03 1.000000e+00 
1.022274e+00 1.772459e+03 3.826155e-06 1.828546e+03 1.000000e+00 
1.031828e+00 1.749760e+03 3.841864e-06 1.821857e+03 1.000000e+00 
1.041382e+00 1.742818e+03 3.852251e-06 1.828819e+03 1.000000e+00 
1.050936e+00 1.763068e+03 3.807041e-06 1.813948e+03 1.000000e+00 
1.060490e+00 1.766550e+03 3.752178e-06 1.806349e+03 1.000000e+00 
1.070044e+00 1.792500e+03 3.799071e-06 1.819290e+03 1.000000e+00 
1.079598e+00 1.796816e+03 3.722183e-06 1.819490e+03 1.000000e+00 
