 0  1.85392971059544e-96  3.68832005406507e-49  7.74632282066032e-20  0.789999999999998  0.210000000000002  1509.16961536082  39268.0788136918  245.45  
 2.51050262597199e-11  7.9127200388998e-21  6.09999649023367e-14  8.10476417351491e-20  0.789999999999974  0.209999999999965  1509.16958336569  39268.0781487358  246.782956593534  
 4.85512508213669e-11  2.28058046749922e-20  1.20591141796175e-13  9.15221863698184e-20  0.789999999999951  0.209999999999929  1509.16955348462  39268.0775277165  247.980320331548  
 7.31470511562983e-11  4.65413966200612e-20  1.85820857170822e-13  1.10215474348197e-19  0.789999999999925  0.209999999999889  1509.16952213848  39268.0768762483  249.191162920604  
 9.88726336167983e-11  8.06410199585916e-20  2.57018481931595e-13  1.38576864212217e-19  0.789999999999897  0.209999999999846  1509.16948935249  39268.0761948556  250.41203555332  
 1.25780794021361e-10  1.26894833735463e-19  3.34735135775283e-13  1.78299776074245e-19  0.789999999999866  0.209999999999799  1509.16945505937  39268.0754821401  251.643141361103  
 1.53924709132261e-10  1.87358194080923e-19  4.19567002976511e-13  2.31329826287468e-19  0.789999999999833  0.209999999999748  1509.16941919134  39268.0747366931  252.884591767122  
 1.83359949620549e-10  2.64391371827061e-19  5.12164890809053e-13  2.99902305514546e-19  0.789999999999796  0.209999999999692  1509.16938167758  39268.0739570428  254.136502143843  
 2.14144530025288e-10  3.60702993842604e-19  6.13239062861339e-13  3.86583513276323e-19  0.789999999999756  0.20999999999963  1509.16934244416  39268.0731416525  255.398989382206  
 2.46339001518795e-10  4.79399614314929e-19  7.23564619840258e-13  4.94317920930891e-19  0.789999999999713  0.209999999999564  1509.16930141391  39268.0722889185  256.67217144226  
 2.80006577575857e-10  6.24042347516543e-19  8.43987467072569e-13  6.26482051265205e-19  0.789999999999665  0.209999999999491  1509.16925850626  39268.0713971664  257.956168073373  
 3.15213259840381e-10  7.9871148645948e-19  9.75430818331191e-13  7.86945959912265e-19  0.789999999999613  0.209999999999411  1509.16921363711  39268.070464648  259.251101237185  
 3.52027914221482e-10  1.0080799110814e-18  1.11890208243081e-12  9.80143091945652e-19  0.789999999999557  0.209999999999325  1509.16916671868  39268.0694895393  260.557093542923  
 3.90522434372775e-10  1.25749719519375e-18  1.27550069027888e-12  1.21115030829441e-18  0.789999999999495  0.20999999999923  1509.16911765935  39268.068469936  261.874269780829  
 4.30771849029742e-10  1.55308519185578e-18  1.44642639556889e-12  1.4857788477647e-18  0.789999999999427  0.209999999999126  1509.1690663635  39268.0674038508  263.202756166417  
 4.72854473091742e-10  1.90184725200028e-18  1.63298848862373e-12  1.81067825908057e-18  0.789999999999353  0.209999999999013  1509.16901273133  39268.0662892094  264.542680942578  
 5.16852012481008e-10  2.31179231021902e-18  1.83661561599789e-12  2.19345449236499e-18  0.789999999999273  0.20999999999889  1509.1689566587  39268.0651238477  265.894173302333  
 5.62849771321975e-10  2.79207720565575e-18  2.05886694090513e-12  2.64280533037615e-18  0.789999999999185  0.209999999998756  1509.1688980369  39268.0639055062  267.257365349959  
 6.1093673684282e-10  3.35316768980355e-18  2.30144370824095e-12  3.16867362723968e-18  0.78999999999909  0.209999999998609  1509.16883675252  39268.0626318278  268.632390065108  
 6.61205767874003e-10  4.00702285566386e-18  2.56620232600925e-12  3.78242282214484e-18  0.789999999998985  0.209999999998449  1509.16877268722  39268.0613003532  270.019382320296  
 7.13753781775575e-10  4.76730540115726e-18  2.85516861660108e-12  4.49703704152774e-18  0.789999999998871  0.209999999998274  1509.16870571749  39268.0599085151  271.418479495675  
 7.68681884981329e-10  5.64962036056518e-18  3.17055301370502e-12  5.32734830518613e-18  0.789999999998746  0.209999999998083  1509.16863571446  39268.0584536355  272.82982037658  
 8.26095564482686e-10  6.67178783281199e-18  3.51476742856782e-12  6.29029607697991e-18  0.78999999999861  0.209999999997875  1509.16856254372  39268.0569329206  274.253545590708  
 8.86104859574114e-10  7.85421334057694e-18  3.89053500254142e-12  7.4052826930289e-18  0.789999999998462  0.209999999997648  1509.168486065  39268.0553434555  275.689797332846  
 9.48824623340613e-10  9.22003181866932e-18  4.30054446924763e-12  8.69429992985008e-18  0.7899999999983  0.2099999999974  1509.16840613196  39268.0536821982  277.138721019852  
 1.01437461304777e-09  1.07957835205646e-17  4.74802035502594e-12  1.01825859021881e-17  0.789999999998123  0.209999999997129  1509.16832259195  39268.0519459767  278.600462693044  
 1.08287978712432e-09  1.26117190779346e-17  5.23638125038644e-12  1.18989075701839e-17  0.78999999999793  0.209999999996834  1509.16823528574  39268.0501314813  280.075171143007  
 1.1544704785048e-09  1.47023541753197e-17  5.7693569673939e-12  1.38760902125124e-17  0.78999999999772  0.209999999996511  1509.16814404722  39268.0482352596  281.562996925286  
 1.22928267306742e-09  1.71070671330197e-17  6.35101721178981e-12  1.61515860726939e-17  0.78999999999749  0.209999999996159  1509.16804870308  39268.04625371  283.064093473436  
 1.30745815300634e-09  1.98707750050748e-17  6.9858017261493e-12  1.87681177251765e-17  0.789999999997239  0.209999999995775  1509.16794907264  39268.044183077  284.578615248455  
 1.38914484026351e-09  2.30447098887788e-17  7.67855468056336e-12  2.17744167404645e-17  0.789999999996965  0.209999999995356  1509.16784496739  39268.0420194426  286.106719767225  
 1.47449698947439e-09  2.66872975575567e-17  8.43456086905605e-12  2.5226059709916e-17  0.789999999996667  0.209999999994899  1509.16773619073  39268.039758721  287.648566391976  
 1.5636754975886e-09  3.08651621337091e-17  9.25958609009352e-12  2.91864241385414e-17  0.789999999996341  0.2099999999944  1509.16762253761  39268.0373966505  289.204317186207  
